iter	RMSE
249	0.04898801255
250	0.04881797278
251	0.04869909068
252	0.04851685738
253	0.04838853126
254	0.04824426348
255	0.04812453278
256	0.048037632
257	0.04767146456
258	0.04736534063
259	0.04728091131
260	0.04702718248
261	0.04690625345
262	0.04673964562
263	0.04660065262
264	0.04645444811
265	0.04638807033
266	0.04610582649
267	0.0459807862
268	0.04587540031
269	0.04571959896
270	0.04560921316
271	0.04555130229
272	0.04525467696
273	0.04505622541
274	0.04487031952
275	0.04480901904
276	0.04468272962
277	0.04452747024
278	0.0444848629
279	0.04406845452
280	0.04395353734
281	0.04381202553
282	0.0437504327
283	0.04365446202
284	0.04350111141
285	0.0433044069
286	0.04320319802
287	0.04301110989
288	0.04289838645
289	0.04274985944
290	0.04267166149
291	0.04255530903
292	0.04233622381
293	0.04210373607
294	0.04198430403
295	0.04183366112
296	0.04176247958
297	0.04167296654
298	0.04160344506
299	0.04140752696
300	0.04131795271
301	0.04122949314
302	0.04088011775
303	0.0407721726
304	0.04069047763
305	0.04061405336
306	0.0404883799
307	0.04037053687
308	0.04027888867
309	0.0402195529
310	0.04002790981
311	0.03992179469
312	0.03983321428
313	0.0397636082
314	0.03963075755
315	0.03955634243
316	0.03944536554
317	0.03931795071
318	0.03916891181
319	0.0389284015
320	0.0388500943
321	0.03857244216
322	0.03841936951
323	0.03826848115
324	0.03822346874
325	0.03816908057
326	0.03802325211
327	0.03786120727
328	0.03770301418
329	0.03762440061
330	0.03745354328
331	0.03734881147
332	0.03720604437
333	0.03707583885
334	0.03700925904
335	0.03680260762
336	0.0367070836
337	0.0366233517
338	0.03656893572
339	0.03649803938
340	0.03632881966
341	0.03626755978
342	0.03617084372
343	0.03600755939
344	0.03594346135
345	0.03589717567
346	0.03580947274
347	0.03567638244
348	0.03562718446
349	0.03557984622
350	0.03539321889
351	0.03516727405
352	0.03504167299
353	0.0349821996
354	0.03484219192
355	0.0347681554
356	0.03466107062
357	0.03459015416
358	0.03450598729
359	0.03439375381
360	0.03431319896
361	0.0342566461
362	0.03412495882
363	0.03406870539
364	0.03400964584
365	0.03390490979
366	0.03384685724
367	0.03374641986
368	0.03362335398
369	0.03356066895
370	0.03341383999
371	0.03337674793
372	0.03326181267
373	0.03319401008
374	0.03314659424
375	0.03308336071
376	0.03303256756
377	0.0329920274
378	0.03292495001
379	0.03287021505
380	0.03274955456
381	0.03263886956
382	0.0325611729
383	0.03251135758
384	0.03247662454
385	0.03240277484
386	0.03236118133
387	0.03232390153
388	0.03220719529
389	0.0321182861
390	0.03206298596
391	0.03200220264
392	0.03192727625
393	0.0318529951
394	0.03173780226
395	0.03159382258
396	0.03148644675
397	0.03134706657
398	0.03125537526
399	0.03108806365
400	0.03102960951
401	0.03097295208
402	0.03090287631
403	0.03081177634
404	0.03076485904
405	0.03070474589
406	0.03067739584
407	0.03061865054
408	0.03058365898
409	0.03053889669
410	0.03044274348
411	0.03039902603
412	0.03032166853
413	0.03020388182
414	0.03016804427
415	0.0300693257
416	0.02995565741
417	0.02986720676
418	0.02981984352
419	0.02970255994
420	0.02954655894
421	0.02945393166
422	0.02935626263
423	0.02930657918
424	0.02923252475
425	0.02916827768
426	0.02912934069
427	0.0290545171
428	0.02896970977
429	0.02892894633
430	0.02888479874
431	0.02884975079
432	0.0287506352
433	0.02863154308
434	0.02855654516
435	0.0285185936
436	0.02843767598
437	0.02835660725
438	0.02825597651
439	0.02817586781
440	0.02813354684
441	0.02807591416
442	0.02793217612
443	0.02789420278
444	0.02781068965
445	0.02771811793
446	0.0276615496
447	0.02759885849
448	0.02754855783
449	0.02745083789
450	0.02734459998
451	0.02727596788
452	0.02720989417
453	0.02716555518
454	0.02711883135
455	0.02706790956
456	0.02703253008
457	0.02697672714
458	0.02690754355
459	0.02686490228
460	0.02683362771
461	0.02676251224
462	0.02669568754
463	0.02663967154
464	0.0265759906
465	0.02654392456
466	0.02651004238
467	0.02647547945
468	0.02643513481
469	0.02637738313
470	0.0263308563
471	0.02627519168
472	0.02621217408
473	0.02615210079
474	0.02608698047
475	0.02605657677
476	0.02592587307
477	0.02585908902
478	0.02582137461
479	0.02576332055
480	0.02571708474
481	0.02567785602
482	0.02565877599
483	0.02559664826
484	0.02553147259
485	0.02545743601
486	0.02542216801
487	0.02538436121
488	0.0253180768
489	0.02525692548
490	0.02521697196
491	0.02517672167
492	0.02513688564
493	0.025057018
494	0.02496394445
495	0.02490558183
496	0.02487334915
497	0.0248419485
498	0.02476283337
499	0.02470317103
